system:time_start,sum
"Apr 11, 2019","4,261,254.294"
"Apr 16, 2019","1,824,762.124"
"Apr 21, 2019","5,283,338.11"
"Apr 26, 2019","1,025,814.475"
"May 1, 2019","306,195.316"
"May 6, 2019","394,058.922"
"May 11, 2019","224,739.018"
"May 16, 2019","223,384.73"
"May 21, 2019","219,379.342"
"May 26, 2019","217,351.962"
"Jun 1, 2019","172,591.98"
"Jun 6, 2019","139,350.24"
"Jun 11, 2019","137,606.458"
"Jun 16, 2019","141,144.874"
"Jun 21, 2019","142,696.649"
"Jun 26, 2019","147,111.626"
"Jul 1, 2019","112,247.649"
"Jul 6, 2019","81,794.6"
"Jul 11, 2019","68,489.596"
"Jul 16, 2019","66,231.234"
"Jul 21, 2019","66,324.581"
"Jul 26, 2019","84,021.47"
"Aug 1, 2019","56,996.089"
"Aug 6, 2019","61,187.252"
"Aug 11, 2019","62,919.53"
"Aug 16, 2019","67,147.457"
"Aug 21, 2019","92,652.262"
"Aug 26, 2019","187,829.999"
"Sep 1, 2019","179,506.074"
"Sep 6, 2019","226,011.113"
"Sep 11, 2019","250,205.972"
"Sep 16, 2019","258,745.969"
"Sep 21, 2019","316,772.769"
"Sep 26, 2019","418,673.624"
"Oct 1, 2019","466,427.086"
"Oct 6, 2019","650,652.463"
"Oct 11, 2019","698,925.099"
"Oct 16, 2019","435,738.104"
"Oct 21, 2019","535,818.741"
"Oct 26, 2019","686,119.452"
"Nov 1, 2019","2,382,383.87"
"Nov 6, 2019","2,759,150.529"
"Nov 11, 2019","4,975,138.073"
"Nov 16, 2019","4,956,582.293"
"Nov 21, 2019","2,951,948.696"
"Nov 26, 2019","1,020,629.163"
"Dec 1, 2019","5,951,391.172"
"Dec 6, 2019","13,459,650.248"
"Dec 11, 2019","1,689,425.497"
"Dec 16, 2019","4,565,882.998"
"Dec 21, 2019","3,693,265.497"
"Dec 26, 2019","7,270,602.8"
"Jan 1, 2020","13,748,096.112"
"Jan 6, 2020","26,612,566.009"
"Jan 11, 2020","8,221,630.167"
"Jan 16, 2020","5,394,803.351"
"Jan 21, 2020","4,554,059.612"
"Jan 26, 2020","5,121,712.662"
"Feb 1, 2020","4,096,706.648"
"Feb 6, 2020","13,526,791.393"
"Feb 11, 2020","3,001,226.335"
"Feb 16, 2020","14,463,682.423"
"Feb 21, 2020","17,655,435.021"
"Feb 26, 2020","2,184,104.032"
"Mar 1, 2020","4,082,739.609"
"Mar 6, 2020","1,445,437.683"
"Mar 11, 2020","4,787,142.173"
"Mar 16, 2020","3,632,962.48"
"Mar 21, 2020","5,885,173.006"
"Mar 26, 2020","11,632,795.196"
"Apr 1, 2020","3,402,446.079"
"Apr 6, 2020","4,212,405.328"
"Apr 11, 2020","2,428,307.295"
"Apr 16, 2020","2,564,425.698"
"Apr 21, 2020","1,279,730.201"
"Apr 26, 2020","1,693,643.234"
"May 1, 2020","305,882.988"
"May 6, 2020","258,671.788"
"May 11, 2020","248,430.902"
"May 16, 2020","256,943.201"
"May 21, 2020","204,128.918"
"May 26, 2020","211,084.125"
"Jun 1, 2020","181,806.845"
"Jun 6, 2020","146,333.526"
"Jun 11, 2020","144,215.912"
"Jun 16, 2020","152,712.138"
"Jun 21, 2020","151,910.493"
"Jun 26, 2020","145,662.742"
"Jul 1, 2020","112,659.539"
"Jul 6, 2020","82,472.226"
"Jul 11, 2020","68,678.314"
"Jul 16, 2020","65,690.764"
"Jul 21, 2020","66,847.668"
"Jul 26, 2020","84,602.61"
"Aug 1, 2020","62,477.565"
"Aug 6, 2020","67,382.062"
"Aug 11, 2020","69,055.528"
"Aug 16, 2020","74,277.207"
"Aug 21, 2020","102,651.003"
"Aug 26, 2020","207,834.912"
"Sep 1, 2020","290,836.678"
"Sep 6, 2020","351,672.403"
"Sep 11, 2020","363,913.964"
"Sep 16, 2020","530,395.875"
"Sep 21, 2020","441,797.895"
"Sep 26, 2020","572,774.327"
"Oct 1, 2020","1,894,527.093"
"Oct 6, 2020","5,916,563.089"
"Oct 11, 2020","1,525,449.701"
"Oct 16, 2020","810,984.838"
"Oct 21, 2020","1,030,476.923"
"Oct 26, 2020","1,598,284.112"
"Nov 1, 2020","13,453,667.718"
"Nov 6, 2020","8,629,970.336"
"Nov 11, 2020","4,352,924.545"
"Nov 16, 2020","6,792,806.584"
"Nov 21, 2020","6,681,058.425"
"Nov 26, 2020","11,274,715.537"
"Dec 1, 2020","2,735,015.814"
"Dec 6, 2020","3,611,923.428"
"Dec 11, 2020","11,784,753.361"
"Dec 16, 2020","28,044,169.717"
"Dec 21, 2020","13,102,369.493"
"Dec 26, 2020","7,651,879.531"
"Jan 1, 2021","24,823,452.827"
"Jan 6, 2021","27,904,793.973"
"Jan 11, 2021","19,094,778.023"
"Jan 16, 2021","23,554,081.977"
"Jan 21, 2021","9,781,178.959"
"Jan 26, 2021","45,634,919.248"
"Feb 1, 2021","41,502,996.166"
"Feb 6, 2021","23,381,741.567"
"Feb 11, 2021","14,661,317.625"
"Feb 16, 2021","5,039,480.941"
"Feb 21, 2021","28,229,866.076"
"Feb 26, 2021","1,937,317.58"
"Mar 1, 2021","1,504,843.855"
"Mar 6, 2021","1,200,054.756"
"Mar 11, 2021","2,391,208.297"
"Mar 16, 2021","6,838,658.29"
"Mar 21, 2021","6,784,970.502"
"Mar 26, 2021","2,944,738.684"
"Apr 1, 2021","654,839.529"
"Apr 6, 2021","876,077.588"
"Apr 11, 2021","626,072.759"
"Apr 16, 2021","825,697.603"
"Apr 21, 2021","666,347.978"
"Apr 26, 2021","1,330,189.351"
"May 1, 2021","345,050.064"
"May 6, 2021","280,629.698"
"May 11, 2021","235,306.503"
"May 16, 2021","262,085.201"
"May 21, 2021","214,565.755"
"May 26, 2021","219,953.236"
"Jun 1, 2021","215,668.663"
"Jun 6, 2021","211,645.429"
"Jun 11, 2021","176,989.351"
"Jun 16, 2021","178,316.919"
"Jun 21, 2021","183,526.042"
"Jun 26, 2021","182,479.136"
"Jul 1, 2021","113,750.823"
"Jul 6, 2021","82,374.57"
"Jul 11, 2021","68,693.106"
"Jul 16, 2021","66,249.884"
"Jul 21, 2021","67,282.903"
"Jul 26, 2021","84,989.096"
"Aug 1, 2021","71,184.282"
"Aug 6, 2021","76,865.695"
"Aug 11, 2021","78,915.931"
"Aug 16, 2021","82,934.276"
"Aug 21, 2021","113,873.275"
"Aug 26, 2021","235,657.426"
"Sep 1, 2021","232,011.889"
"Sep 6, 2021","280,959.778"
"Sep 11, 2021","302,634.749"
"Sep 16, 2021","367,996.95"
"Sep 21, 2021","419,870.411"
"Sep 26, 2021","683,255.609"
"Oct 1, 2021","1,515,494.495"
"Oct 6, 2021","2,999,673.263"
"Oct 11, 2021","752,120.677"
"Oct 16, 2021","967,027.102"
"Oct 21, 2021","1,810,687.618"
"Oct 26, 2021","3,750,662.473"
"Nov 1, 2021","871,342.509"
"Nov 6, 2021","2,708,162.463"
"Nov 11, 2021","1,743,716.789"
"Nov 16, 2021","3,566,505.854"
"Nov 21, 2021","4,968,603.268"
"Nov 26, 2021","3,934,514.495"
"Dec 1, 2021","8,899,002.795"
"Dec 6, 2021","10,239,927.062"
"Dec 11, 2021","10,823,638.952"
"Dec 16, 2021","14,726,470.607"
"Dec 21, 2021","7,428,358.059"
"Dec 26, 2021","13,789,956.083"
"Jan 1, 2022","9,791,718.222"
"Jan 6, 2022","12,384,073.068"
"Jan 11, 2022","19,212,671.396"
"Jan 16, 2022","11,535,223.264"
"Jan 21, 2022","3,189,458.495"
"Jan 26, 2022","19,828,355.348"
"Feb 1, 2022","8,646,419.829"
"Feb 6, 2022","4,050,510.952"
"Feb 11, 2022","4,885,592.685"
"Feb 16, 2022","3,843,357.694"
"Feb 21, 2022","4,191,429.704"
"Feb 26, 2022","2,375,213.334"
"Mar 1, 2022","16,409,870.917"
"Mar 6, 2022","11,332,815.772"
"Mar 11, 2022","10,833,981.596"
"Mar 16, 2022","8,154,412.544"
"Mar 21, 2022","2,691,632.6"
"Mar 26, 2022","4,419,808.273"
"Apr 1, 2022","5,066,878.324"
"Apr 6, 2022","8,388,390.177"
"Apr 11, 2022","2,664,354.176"
"Apr 16, 2022","1,921,938.663"
"Apr 21, 2022","1,028,732.392"
"Apr 26, 2022","1,164,948.307"
"May 1, 2022","563,060.792"
"May 6, 2022","503,970.602"
"May 11, 2022","423,937.019"
"May 16, 2022","440,386.94"
"May 21, 2022","434,698.741"
"May 26, 2022","406,268.541"
"Jun 1, 2022","254,663.534"
"Jun 6, 2022","205,316.585"
"Jun 11, 2022","206,689.044"
"Jun 16, 2022","225,860.357"
"Jun 21, 2022","338,203.645"
"Jun 26, 2022","211,068.41"
"Jul 1, 2022","116,376.679"
"Jul 6, 2022","85,465.333"
"Jul 11, 2022","71,351.167"
"Jul 16, 2022","70,034.399"
"Jul 21, 2022","71,431.696"
"Jul 26, 2022","91,834.491"
"Aug 1, 2022","86,612.29"
"Aug 6, 2022","71,930.474"
"Aug 11, 2022","77,882.921"
"Aug 16, 2022","78,325.341"
"Aug 21, 2022","109,436.785"
"Aug 26, 2022","215,317.357"
"Sep 1, 2022","180,242.599"
"Sep 6, 2022","232,888.083"
"Sep 11, 2022","258,647.192"
"Sep 16, 2022","259,911.448"
"Sep 21, 2022","318,031.638"
"Sep 26, 2022","412,412.088"
"Oct 1, 2022","519,714.599"
"Oct 6, 2022","842,888.456"
"Oct 11, 2022","551,277.954"
"Oct 16, 2022","3,388,876.213"
"Oct 21, 2022","3,575,621.716"
"Oct 26, 2022","4,385,416.792"
"Nov 1, 2022","6,641,654.482"
"Nov 6, 2022","7,669,371.48"
"Nov 11, 2022","5,454,496.577"
"Nov 16, 2022","886,720.827"
"Nov 21, 2022","3,312,995.208"
"Nov 26, 2022","3,594,265.382"
"Dec 1, 2022","2,178,335.822"
"Dec 6, 2022","7,005,588.112"
"Dec 11, 2022","10,753,894.7"
"Dec 16, 2022","4,590,229.181"
"Dec 21, 2022","1,447,602.173"
"Dec 26, 2022","5,761,213.28"
